SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_EmployedBarPassageRequiredFTLT,Funded_EmployedBarPassageRequiredFTST,Funded_EmployedBarPassageRequiredPTLT,Funded_EmployedBarPassageRequiredPTST,Funded_EmployedBarPassageRequiredTotalEmployed,Funded_EmployedJDAdvantageFTLT,Funded_EmployedJDAdvantageFTST,Funded_EmployedJDAdvantagePTLT,Funded_EmployedJDAdvantagePTST,Funded_EmployedJDAdvantageTotalEmployed,Funded_EmployedProfessionFTLT,Funded_EmployedProfessionFTST,Funded_EmployedProfessionPTLT,Funded_EmployedProfessionPTST,Funded_EmployedProfessionTotalEmployed,Funded_EmployedNonProfessionFTLT,Funded_EmployedNonProfessionFTST,Funded_EmployedNonProfessionPTLT,Funded_EmployedNonProfessionPTST,Funded_EmployedNonProfessionTotalEmployed,Funded_TotalFTLT,Funded_TotalFTST,Funded_TotalPTLT,Funded_TotalPTST,Funded_TotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Education-FTLT,Education-FTST,Education-PTLT,Education-PTST,Education,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS M. COOLEY SCHOOL OF LAW - LANSING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,223,Illinois,24,Florida,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TOLEDO, UNIVERSITY OF",76,1,13,0,90,19,0,2,1,22,0,0,4,0,4,0,0,1,4,5,1,0,0,0,1,0,1,5,14,5,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,27,0,5,0,32,5,0,0,0,5,1,0,0,0,1,5,0,0,0,5,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,19,0,8,5,32,12,0,2,0,14,0,0,4,0,4,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,2,1,1,0,4,1,0,0,0,1,96,1,20,5,122,Ohio,82,Michigan,16,North Carolina,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOURO COLLEGE,124,0,6,0,130,19,0,3,0,22,19,0,0,0,19,1,1,0,0,2,0,0,0,0,0,5,4,4,52,6,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,65,0,7,0,72,14,0,1,0,15,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,32,0,0,0,32,23,0,0,0,23,10,1,1,0,12,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,163,1,9,0,173,New York,154,New Jersey,11,Maryland,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULANE UNIVERSITY,169,8,5,3,185,25,3,2,1,31,4,2,2,3,11,2,2,0,3,7,0,0,0,0,0,12,0,2,15,6,269,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,39,3,4,1,47,15,2,0,0,17,12,0,0,0,12,4,1,0,0,5,9,0,0,0,9,8,1,0,0,9,10,0,0,0,10,2,0,1,0,3,40,5,3,5,53,23,1,0,0,24,8,1,1,1,11,14,1,0,0,15,14,0,0,0,14,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,200,15,9,10,234,Louisiana,88,Texas,25,New York,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TULSA, UNIVERSITY OF",88,4,2,1,95,18,0,0,0,18,4,1,2,1,8,0,0,0,2,2,0,0,0,0,0,2,0,6,2,1,134,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,1,0,11,41,0,0,0,41,8,0,0,0,8,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,1,8,17,1,2,2,22,13,0,1,0,14,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,7,1,0,0,0,1,110,5,4,4,123,Oklahoma,86,Texas,11,Colorado,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY OF BUFFALO-SUNY,109,11,5,5,130,17,8,1,1,27,6,1,2,1,10,2,0,2,0,4,2,0,0,0,2,1,0,7,21,7,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,32,2,3,5,42,15,0,0,0,15,16,0,0,0,16,6,0,0,0,6,9,0,0,0,9,1,0,0,0,1,3,0,0,0,3,4,0,0,0,4,21,10,4,0,35,9,2,1,0,12,10,1,0,1,12,1,0,0,0,1,3,4,0,0,7,0,0,0,0,0,2,1,1,1,5,2,0,0,0,2,136,20,10,7,173,New York,44,District of Columbia,2,Colorado,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY OF LA VERNE,35,0,8,0,43,3,0,1,0,4,10,0,2,0,12,4,0,1,0,5,0,0,0,0,0,3,0,5,32,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,0,8,0,30,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,0,4,0,20,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,52,0,12,0,64,California,62,New York,1,Illinois,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,13,0,1,0,14,6,0,4,0,10,4,1,0,1,6,1,0,1,3,5,0,0,0,0,0,2,0,1,6,0,44,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,1,0,0,0,1,7,0,2,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,9,6,0,0,0,6,2,0,1,1,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,24,1,6,4,35,Massachusetts,25,New York,3,District Of Columbia,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY OF NEVADA - LAS VEGAS,98,4,5,0,107,4,1,0,1,6,12,0,2,1,15,1,0,4,0,5,0,0,0,0,0,2,0,3,21,2,161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,37,1,5,0,43,5,0,0,0,5,7,0,0,0,7,4,0,0,0,4,3,0,0,0,3,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,10,0,3,1,14,10,1,1,0,12,2,1,1,0,4,3,0,0,0,3,24,2,0,0,26,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,115,5,11,2,133,Nevada,117,Utah,4,Texas,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY OF THE DISTRICT OF COLUMBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nevada,117,Utah,4,Texas,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UTAH, UNIVERSITY OF",86,5,6,1,98,10,1,4,0,15,2,1,1,0,4,1,0,0,0,1,0,0,0,0,0,2,0,3,8,3,134,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,5,33,0,5,0,38,8,0,0,0,8,4,0,0,0,4,3,0,0,0,3,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,0,1,0,0,1,12,5,1,0,18,11,1,4,1,17,1,0,1,0,2,2,0,0,0,2,9,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,99,7,11,1,118,Utah,96,Colorado,4,California,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALPARAISO UNIVERSITY,73,2,4,3,82,21,2,7,2,32,3,0,5,0,8,2,0,3,0,5,0,0,0,0,0,2,0,2,37,4,172,1,1,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,5,0,2,0,7,30,0,3,4,37,12,0,2,0,14,4,0,1,0,5,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,9,0,29,18,2,0,0,20,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,1,7,0,0,0,0,0,99,4,19,5,127,Indiana,56,Illinois,30,Michigan,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANDERBILT UNIVERSITY,140,1,28,2,171,6,0,2,0,8,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,4,1,1,5,3,196,0,0,26,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,27,1,0,0,0,1,12,1,1,0,14,8,0,0,0,8,9,0,0,0,9,5,0,0,0,5,13,0,0,0,13,8,0,0,0,8,35,0,0,0,35,2,0,0,1,3,12,0,1,0,13,15,0,11,0,26,3,0,9,1,13,20,0,3,0,23,4,0,5,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,149,1,30,2,182,Tennessee,42,New York,26,Georgia,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT LAW SCHOOL,93,9,3,3,108,27,8,2,1,38,2,2,1,3,8,1,1,0,2,4,0,0,0,0,0,9,0,11,25,3,206,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,1,0,4,38,3,1,1,43,1,0,0,0,1,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,2,4,29,17,6,0,2,25,21,4,2,0,27,2,0,0,0,2,15,0,0,0,15,0,0,0,0,0,2,3,0,2,7,0,0,0,0,0,123,20,6,9,158,Vermont,39,New York,12,New Hampshire,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILLANOVA UNIVERSITY,131,13,1,2,147,21,6,0,3,30,2,1,0,1,4,3,0,0,2,5,0,0,0,0,0,4,3,1,58,4,256,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,28,2,0,3,33,9,0,0,0,9,6,0,0,0,6,4,1,0,0,5,7,0,0,0,7,5,0,0,0,5,22,1,0,0,23,0,0,0,0,0,28,10,1,2,41,14,2,0,1,17,8,2,0,0,10,5,1,0,0,6,20,0,0,0,20,0,0,0,0,0,1,1,0,2,4,0,0,0,0,0,157,20,1,8,186,Pennsylvania,94,New Jersey,19,New York,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIRGINIA, UNIVERSITY OF",344,0,0,0,344,10,1,0,0,11,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,364,54,0,0,0,54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,55,0,0,0,0,0,11,0,0,0,11,2,0,0,0,2,6,0,0,0,6,10,0,0,0,10,16,0,0,0,16,31,0,0,0,31,127,0,0,0,127,0,0,0,0,0,12,1,0,0,13,36,0,0,0,36,36,0,0,0,36,45,0,0,0,45,22,0,0,0,22,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,356,1,0,0,357,District of Columbia,80,New York,51,Virginia,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE FOREST UNIVERSITY,107,10,3,1,121,13,0,0,0,13,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0,1,13,0,156,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,2,17,2,2,0,21,9,0,0,1,10,13,0,0,0,13,6,0,0,0,6,9,0,0,0,9,6,0,0,0,6,8,0,0,0,8,1,0,0,0,1,15,4,0,0,19,21,0,0,0,21,3,2,2,0,7,7,2,0,0,9,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,122,10,4,1,137,North Carolina,73,Virginia,12,District Of Columbia,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHBURN UNIVERSITY,98,1,0,0,99,18,0,1,1,20,0,0,0,1,1,3,0,1,0,4,1,0,0,0,1,9,1,5,12,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,43,0,0,0,43,11,0,0,0,11,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,17,1,1,0,19,23,0,0,1,24,2,0,1,0,3,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,120,1,2,2,125,Kansas,90,Missouri,9,Colorado,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON AND LEE UNIVERSITY,64,2,1,1,68,11,1,1,0,13,2,0,0,1,3,0,0,0,3,3,0,0,0,0,0,6,3,7,25,2,130,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,10,0,0,0,10,5,1,0,0,6,1,0,0,0,1,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,8,0,0,0,8,0,0,0,0,0,9,1,0,2,12,15,0,2,0,17,3,0,0,1,4,6,0,0,0,6,12,0,0,0,12,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,77,3,2,5,87,Virginia,32,New York,7,Texas,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON UNIVERSITY,205,4,10,13,232,20,1,6,5,32,11,0,1,0,12,0,0,0,0,0,0,0,0,0,0,12,0,6,5,1,300,4,2,3,12,21,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,4,2,7,16,29,5,0,0,0,5,26,0,2,2,30,14,0,1,0,15,9,0,1,0,10,6,0,0,0,6,13,0,0,0,13,12,0,0,0,12,44,0,0,1,45,1,0,0,0,1,39,2,6,4,51,29,1,2,1,33,15,1,1,8,25,10,0,0,0,10,5,1,0,0,6,0,0,0,0,0,8,0,4,2,14,0,0,0,0,0,236,5,17,18,276,Missouri,74,District Of Columbia,24,Illinois,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WASHINGTON, UNIVERSITY OF",123,4,3,2,132,20,1,2,3,26,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,1,2,10,0,181,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,2,19,1,2,1,23,9,0,1,1,11,5,0,0,0,5,8,0,0,0,8,5,0,0,0,5,3,0,0,0,3,10,0,0,0,10,0,0,0,0,0,13,2,6,1,22,26,2,0,0,28,15,0,1,1,17,4,0,0,0,4,21,0,0,0,21,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,143,5,10,5,163,Washington,108,California,14,Alaska,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE STATE UNIVERSITY,92,0,1,1,94,17,0,6,4,27,18,1,1,1,21,0,0,2,0,2,0,0,0,0,0,4,0,0,18,2,168,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,5,0,0,0,5,38,0,5,3,46,14,0,0,1,15,6,0,2,0,8,9,0,0,0,9,9,0,0,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,2,0,23,12,0,0,0,12,8,0,0,2,10,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,127,1,10,6,144,Michigan,133,California,3,New Mexico,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA UNIVERSITY,109,0,0,0,109,6,1,1,1,9,2,2,0,2,6,0,0,0,0,0,0,0,0,0,0,5,0,2,8,3,142,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,6,34,0,0,0,34,1,0,0,0,1,8,0,0,0,8,1,0,0,0,1,20,0,0,0,20,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,2,1,1,13,9,0,0,0,9,5,0,0,0,5,7,0,0,0,7,15,0,0,0,15,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,117,3,1,3,124,West Virginia,100,Pennsylvania,10,Virginia,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN NEW ENGLAND UNIVERSITY,54,0,3,0,57,28,1,11,3,43,13,0,0,0,13,6,0,3,1,10,0,0,0,0,0,5,0,1,26,5,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,28,1,8,2,39,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,2,32,24,0,2,0,26,6,0,0,0,6,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,101,1,17,4,123,Massachusetts,52,Connecticut,35,New York,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN STATE COLLEGE OF LAW,27,0,3,1,31,6,1,2,0,9,2,0,0,0,2,4,0,1,0,5,0,1,0,0,1,0,1,4,23,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,4,1,27,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,10,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39,2,6,1,48,CALIFORNIA,46,VIRGINIA,1,UTAH,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITTIER LAW SCHOOL,59,0,9,0,68,19,1,1,3,24,6,4,3,2,15,1,0,4,2,7,0,0,0,0,0,2,1,7,40,6,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,34,1,7,0,42,4,0,0,0,4,5,0,1,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,7,19,2,7,5,33,7,1,0,0,8,2,1,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,85,5,17,7,114,California,103,District Of Columbia,2,Nevada,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIDENER UNIVERSITY-DELAWARE,104,7,3,4,118,30,4,9,7,50,33,1,2,1,37,1,0,3,6,10,1,0,0,0,1,3,1,10,23,16,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,48,3,8,6,65,10,1,1,0,12,3,0,1,0,4,5,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,37,5,6,11,59,25,1,0,0,26,4,2,1,1,8,3,0,0,0,3,27,0,0,0,27,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,169,12,17,18,216,Pennsylvania,99,Delaware,50,New Jersey,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
